"id","code","name","type","user_type/id","parent_id/id","reconcile","chart_template_id/id"
l10n_id_account_template_construction_general_410000,410000,Penjualan Produk,other,l10n_id.user_type_income,income,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_420000,420000,Penjualan Jasa,other,l10n_id.user_type_income,income,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_510000,510000,Blueprint and Reproduksi,other,l10n_id.user_type_cogs,cogs,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_520000,520000,Penggunaan Material,other,l10n_id.user_type_cogs,cogs,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_530000,530000,Sewa Alat Berat,other,l10n_id.user_type_cogs,cogs,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_540000,540000,Jasa Profesional,other,l10n_id.user_type_cogs,cogs,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_550000,550000,Ijin Pendirian Bangunan,other,l10n_id.user_type_cogs,cogs,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_560000,560000,Biaya Langsung Lainnya,other,l10n_id.user_type_cogs,cogs,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610000,610000,Beban Administrasi dan Umum,view,l10n_id.user_type_expense,expense,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610100,610100,By. Adm & Umum: Gaji dan Upah,view,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610000,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610101,610101,By. Adm & Umum: Gj dan Upah: Gaji & Upah Pokok,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610100,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610102,610102,By. Adm & Umum: Gj dan Upah: THR,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610100,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610103,610103,By. Adm & Umum: Gj dan Upah: Komisi & Bonus,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610100,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610104,610104,By. Adm & Umum: Gj dan Upah: Astek,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610100,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610105,610105,By. Adm & Umum: Gj dan Upah: PPh 21,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610100,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610200,610200,By. Adm & Umum: Perjalanan Dinas,view,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610000,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610201,610201,By. Adm & Umum: Perjalanan Dinas: Bahan Bakar,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610200,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610202,610202,By. Adm & Umum: Perjalanan Dinas: Tol,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610200,FALSE,l10n_id.account_chart_template_construction_general
l10n_id_account_template_construction_general_610203,610203,By. Adm & Umum: Perjalanan Dinas: Parkir,other,l10n_id.user_type_expense,l10n_id_account_template_construction_general_610200,FALSE,l10n_id.account_chart_template_construction_general
